,sents,chapter,entities,chunks,label
2852,"Now let ζη be drawn through α perpendicular to δε, intersecting the circle at ζ, η, and also through α let the straight line θι be drawn, at any inclination whatever, intersecting the circumference at θ, ι; and let the four points θ, ι, ζ, η be connected with the center β. And let this also be posited at the start: that although the earth (sun, or planet) is moved uniformly around γ and thus nonuniformly around β, it nevertheless remains on the circumference of the circle described about β. Now, by the equivalence shown in the second chapter (which, for the sake of avoiding confusion, I shall not apply to the general Ptolemaic hypothesis), this is exactly as if one were to say that the earth (or sun) is moved nonuniformly on a concentric with an epicycle4 about center α, the semidiameter of the epicycle being equal to αβ; and the arcs described on the concentric by the center of the epicycle being similar to the arcs of the epicycle described by the earth (or sun), so that both the earth (or sun) and the center of the epicycle are moved unequally in equal times, so as to become slow, or again speed up, simultaneously.",29.0,"[('inclination', 'ASTR'), ('Ptolemaic', 'NAME'), ('epicycle', 'ASTR'), ('epicycle', 'ASTR'), ('epicycle', 'ASTR'), ('epicycle', 'ASTR')]","[ζη, the circle, ζ, the straight line θι, any inclination, the circumference, θ, the four points, the center, β, the start, the earth, sun, planet, γ, β, it, the circumference, the circle, β, the equivalence, the second chapter, the sake, confusion, I, the general Ptolemaic hypothesis, one, the earth, sun, a concentric, an epicycle4, center, α, the semidiameter, the epicycle, the arcs, the concentric, the center, the epicycle, the arcs, the epicycle, the earth, both the earth, sun, the center, the epicycle, equal times]",0
2853,I am going to postpone for a little while the physical explanation of this hypothesis.,29.0,[],"[I, the physical explanation, this hypothesis]",0
2854,"Now, with these things supposed, I shall proceed to the work of finding  the distances.",29.0,[],"[these things, I, the work, the distances]",0
2855,"And because βδ is 100,000 and βα 1800, and αβδ is a straight line, by addition of the two the aphelial distance αδ is obtained; and because βε too is 100,000, when αβ is subtracted the perihelial distance αε remains.",29.0,"[('100,000', 'PARA'), ('aphelial', 'ASTR'), ('perihelial', 'ASTR')]","[βδ, αβδ, a straight line, addition, the two the aphelial distance, αδ, the perihelial distance, αε]",0
2856,"And because βαζ is right, and ζβ is 100,000 (that is, the whole sine), therefore αβ is the sine of the angle αζβ.",29.0,"[('100,000', 'PARA')]","[βαζ, , the whole sine, the sine, the angle αζβ]",0
2857,"Consequently αζβ is 1° 1' 53"", which is the optical part of the equation of the sun or earth.",29.0,"[('1° 1\' 53""', 'LONG')]","[αζβ, 1°, the optical part, the equation, the sun, earth]",1
2858,"Now the maximum equation at the  middle elongations, which is composed of the optical and physical parts, has the whole eccentricity 3600 (or 3592) as its sine.",29.0,"[('eccentricity', 'ASTR')]","[the maximum equation, the  middle elongations, the optical and physical parts, the whole eccentricity, its sine]",0
2859,"Therefore, when the sun or earth goes from δ to ζ, it will in fact take two days longer than one fourth of the periodic time, but it nevertheless does only one day's journey beyond one fourth of its total circuit.",29.0,"[('circuit', 'ASTR')]","[the sun, earth, δ, ζ, it, fact, the periodic time, it, only one day's journey, its total circuit]",0
2860,"So in this distance, or quarter of the periodic time,5 it will take one day longer than it should, owing to the physical weakening.",29.0,[],"[this distance, it, it, the physical weakening]",0
2861,But to proceed to the distance αζ.,29.0,[],[the distance],0
2862,"In the right triangle ζαβ, since one of the acute angles is given, the other, ζβα, will be the difference between the first and one right angle, that is, 88° 58' 7"".",29.0,"[('88° 58\' 7""', 'LONG')]","[the right triangle ζαβ, the acute angles, the difference, one right angle]",1
2863,"And therefore αζ will be the sine of this angle, 99984.",29.0,[],"[the sine, this angle]",0
2864,And the opposite line αη is the same size.,29.0,[],"[the opposite line, the same size]",0
2865,"For finding the intermediate distances of two opposite degrees of equated anomaly, let θι be inspected, passing through the body α whence the eccentricity is computed.",29.0,"[('equated anomaly', 'ASTR'), ('eccentricity', 'ASTR')]","[the intermediate distances, two opposite degrees, equated anomaly, the body, the eccentricity]",0
2866,"Now δαθ and δαι are equated anomalies, and are opposite, in that α is between them and is collinear with them.",29.0,[],"[δαι, that α, them, them]",0
2867,"Now let a line βκ fall from β perpendicular to θι, so as to make θκ, κι equal.",29.0,[],"[a line, β perpendicular, κι]",0
2868,"In the right triangle βκα the base βα is given, as well as the angles καβ (from the integral number of degrees of equated anomaly chosen) and its complement κβα.",29.0,"[('equated anomaly', 'ASTR')]","[the right triangle, the angles, the integral number, degrees, equated anomaly, its complement κβα]",0
2869,"Therefore, the sides κα, κβ will not be unknown.",29.0,[],[the sides],0
2870,And κβ is the sine of the angle κθβ or κιβ.,29.0,[],"[the sine, the angle κθβ, κιβ]",0
2871,"This being given, its complement, θβκ or ιβκ, will also be known, and its sine, which is the line θκ or κι.",29.0,[],"[its complement, θβκ, ιβκ, its sine, the line, κι]",0
2872,"And when κα is added to κθ, αθ is obtained; and when the same is subtracted from κι, αι is obtained.",29.0,[],"[κα, κι, αι]",0
2873,"The former distance corresponds to the equated anomaly δαθ, and the latter to the equated anomaly δαι, which line has a line equal to itself in the preceding semicircle, standing as far from aphelion in semicircle δθ as αι itself does in semicircle δη.",29.0,"[('equated anomaly', 'ASTR'), ('equated anomaly', 'ASTR'), ('aphelion', 'ASTR')]","[The former distance, the equated anomaly δαθ, the equated anomaly δαι, which line, a line, itself, the preceding semicircle, aphelion, semicircle, δθ, αι, itself, semicircle]",0
2874,"Now through α let the straight line μν be drawn intersecting the circle in μ, ν, and making the angle μαδ equal to the angle κβα.",29.0,[],"[α, the straight line, the circle, μ, the angle μαδ, the angle κβα]",0
2875,"And from β let βλ fall perpendicular to μν bisecting μν at λ. And let μ, ν be connected to β. Now, since καβ is an angle of an integral number of degrees, the remainder κβα, and μαδ equal to it, are also an integral number of degrees, and in the similar triangles βκα, βλα side κα is equal to side λβ, and κβ to λα.",29.0,[],"[β, βλ, λ, μ, β, καβ, an angle, an integral number, degrees, the remainder κβα, it, an integral number, degrees, in the similar triangles βκα, βλα, side, to λα]",0
2876,"But λβ is the sine of angle λμβ, λνβ, and the complement of λμβ is λβμ, λβν.",29.0,[],"[the sine, angle λμβ, λνβ, the complement, λμβ]",0
2877,"And the sine of this is the lines λμ, λν, and the difference between these and αμ, αν is λα.",29.0,[],"[the sine, the lines, the difference]",0
2878,"But the magnitudes λα, λβ have just now been found in triangle αβκ.",29.0,[],"[the magnitudes, λβ, triangle αβκ]",0
2879,"Therefore, by the use of one triangle, four distances can be found making equal angles about α with the line of apsides and its perpendicular ζη drawn through α. For μαζ is equal to θαδ, and ναη to ιαε ^6.",29.0,"[('apsides', 'ASTR')]","[the use, one triangle, four distances, equal angles, α, the line, apsides, its perpendicular, μαζ]",0
2880,"So the greatest distance is at δ, the shortest at ε, but the mean, which is equal to βζ, is not at ζη.",29.0,[],"[the greatest distance, δ, ε, the mean]",0
2881,Neither is it on a line through β parallel to ζα which shall be called ξο.,29.0,[],"[it, a line, β parallel, ζα]",0
2882,"For αζ is less than βζ, since ζβα is subtended by a smaller line than ζαβ, which is right, and, αξ being drawn, it is longer than βξ, since it subtends a greater angle ξβα.",29.0,[],"[αζ, ζβα, a smaller line, ζαβ, it, it, a greater angle ξβα]",0
2883,(which is right) while ξβ subtends a lesser angle ξαβ.,29.0,[],"[ξβ, a lesser angle ξαβ]",0
2884,"But in order that the place of the mean distances be defined geometrically, let αβ be bisected at σ, and through this let πρ be drawn perpendicular to αβ, intersecting the circle at π, ρ. I say that these are the points that are equally distant from α and β.",29.0,[],"[order, the place, the mean distances, σ, this let, the circle, π, I, the points, α, β]",0
2885,"For let one of the points π be connected with α and β. The lines πα and πβ will subtend equal angles πσα and πσβ (since they are right), and ασ, σβ will be equal, and πσ common.",29.0,[],"[the points, π, α, β, The lines, πβ, equal angles, πσβ, they, ασ]",0
2886,"Therefore πα, πβ are equal.",29.0,[],[],0
2887,And thus the demonstration taken from Reinhold7 concerning the whole αγ and its midpoint β remains true for the point σ and its half αβ.,29.0,[],"[the demonstration, Reinhold7, its midpoint, β, the point, its half αβ]",0
2888,"One might think that since at π the distance απ becomes equal to the  semidiameter βπ, the angle βπα is also greater than βζα, and thus the greatest equation occurs at π, on the argument that the straight line βα is presented more directly from π than from ζ. However, this proposed line of reasoning is not true.",29.0,[],"[One, π, the distance, απ, the  semidiameter, the angle βπα, βζα, the greatest equation, π, the argument, π, ζ, this proposed line, reasoning]",0
2889,"For to the same extent that βα is more oblique with respect to ζ, π in turn is more distant than ζ, since πσ is longer than ζα.",29.0,[],"[the same extent, respect, ζ, , π, turn, ζ, πσ, ζα]",0
2890,"For πβσ is greater than ζβα, which ζα subtends.",29.0,[],"[πβσ, ζβα]",0
2891,"So Ptolemy, and after him Reinhold in the Theoricae, demonstrated correctly that the greatest equation (eccentric equation alone, or optical part) occurs at ζ ^8.",29.0,"[('eccentric', 'ASTR')]","[Ptolemy, him, the Theoricae, the greatest equation, eccentric equation]",0
2892,"I shall, however, set up this demonstration in another, simpler form.",29.0,[],"[I, this demonstration]",0
2893,"Let any point be taken above ζ, such as θ, and any below η or ζ, such as ι. Let them be connected with α, and from β let perpendiculars βκ fall to θα or ια extended.",29.0,[],"[any point, ζ, θ, η, ζ, ι, them, α, β, perpendiculars]",0
2894,"Now since δαζ and βκα are equal, they being right angles, and κβα, καβ together are equal to one right angle, when the same angle δαθ or βακ is subtracted from the equals, the equals θαζ, κβα will remain.",29.0,[],"[δαζ, they, right angles, one right angle, the same angle δαθ, βακ, the equals]",0
2895,"And first, let a line be drawn through α above ζ, as θα was just drawn, whether θ is next to ζ or remote.",29.0,[],"[a line, α, θα, θ, ζ]",0
2896,At the same time let its perpendicular βκ be inclined to βα.,29.0,[],"[the same time, its perpendicular]",0
2897,"Now βα is greater than any of the perpendiculars βκ, since βα is subtended by the right angle βκα, while βκ is subtended by the smaller, acute angle βακ.",29.0,[],"[the perpendiculars, the right angle βκα, the smaller, acute angle βακ]",0
2898,"Now since βζ, βθ, βι are equal, and βαζ, βκθ, βκι are right, they fit onto the same semicircle, whose diameter is equal to βζ, βθ, βι.",29.0,[],"[βι, βκι, they, the same semicircle, whose diameter]",0
2899,"And βα, being longer, subtends a greater part of the circumference of any such semicircle than does βκ or any of the perpendiculars; and for that reason, its angle βζα will be greater than βθκ, or the angle of the equation for any other point above ζ, such as π or ξ. Which was to",29.0,[],"[a greater part, the circumference, any such semicircle, the perpendiculars, that reason, its angle βζα, the angle, the equation, any other point, ζ, π, ξ]",0
2900,be demonstrated.,29.0,[],[],0
2901,"Everything said in this chapter about the computing of distances of the sun and earth will also be valid for Mars, as long as one of the suppositions is that the orbits of planets are perfect circles.",29.0,"[('Mars', 'PLAN')]","[Everything, this chapter, the computing, distances, the sun, earth, Mars, the suppositions, the orbits, planets, perfect circles]",0
2902,"When this is seen as false, another method of computing them will be given.",29.0,[],"[When this is seen as false, another method, them]",0
2903,Chapter 30,30.0,[],[Chapter],0
2904,Table of the distance of the sun from the earth and its use,30.0,[],"[Table, the distance, the sun, the earth, its use]",0
2905,"We have gathered together here into a three-columned table the distances of the sun accumulated in this way [that is, in the way described in ch.",30.0,[],"[We, a three-columned table, the distances, the sun, this way, the way, ch]",0
2906,"29], as if they were done for integral degrees of equated anomaly for the whole semicircle (for those in the other semicircle at equal distances from apogee are also equal to these).",30.0,"[('equated anomaly', 'ASTR'), ('apogee', 'ASTR')]","[they, integral degrees, equated anomaly, the whole semicircle, the other semicircle, equal distances, apogee]",0
2907,"In the first column, which we have called ""mean anomaly"", are the angles δβμ, δβθ, δβξ, δβι, δβν, composed of the integral angles δαμ, δαθ, δαξ, δαι, δαν, and their optical or eccentric equations, namely, βμα, βθα, βξα, βια, βνα.",30.0,"[('mean anomaly', 'ASTR'), ('eccentric', 'ASTR')]","[the first column, we, the angles, δβθ, δβξ, δβι, the integral angles, δαμ, their optical or eccentric equations]",0
2908,"In the second, the distances themselves, αμ, αθ, αξ, αι, αν, are placed together opposite [the mean anomalies].",30.0,[],"[the second, the distances, themselves]",0
2909,"In the third, under the heading ""equated anomaly,"" are tabulated angles not depicted here, but the  procedure for whose generation will be revealed in part here and in part in Chapters 31 and 40.",30.0,"[('equated anomaly', 'ASTR')]","[the heading ""equated anomaly, tabulated angles, the  procedure, whose generation, part, part, Chapters]",0
2910,For they are constituted by subtraction of the optical equations αμβ and so forth from δαμ and so forth.,30.0,[],"[they, subtraction, the optical equations, δαμ]",0
2911,"Thus we have given no column to the integral angles like δαμ, because they are the arithmetic mean between the angles of the columns at the sides, and thus are easily found in themselves, and are not of any use, as we shall hear.",30.0,[],"[we, no column, the integral angles, δαμ, they, the arithmetic mean, the angles, the columns, the sides, themselves, any use, we]",0
2912,"Therefore, beginning with either the mean or the equated anomaly, either  one going into its proper respective column as use will dictate; or, where it exceeds a semicircle, beginning with the full-circle complement of either of these; you find the requisite distance of the sun from the earth, in units of which the radius of the orb is 100,000 and the eccentricity is 1800.",30.0,"[('equated anomaly', 'ASTR'), ('orb', 'ASTR'), ('100,000', 'PARA'), ('eccentricity', 'ASTR')]","[either the mean, the equated anomaly, one, its proper respective column, use, it, a semicircle, the full-circle complement, you, the requisite distance, the sun, the earth, units, the radius, the orb, the eccentricity]",0
2913,"It is true that in this way (that is, in associating the distance αζ of the angle  δαζ with an angle which is as much smaller than δαζ as δαζ is smaller than δβζ) a path is attached to the circuit of the earth (or sun) about α which is oval rather than exactly circular.",30.0,"[('circuit', 'ASTR')]","[It, this way, the distance, the angle, δαζ, an angle, δαζ, δαζ, δβζ, a path, the circuit, the earth, sun, α]",0
2914,"For the distance αζ (for example) was determined by the angle δαζ, an integral 90°, and it was assumed in the operation that this angle δαζ was the equated anomaly.",30.0,"[('equated anomaly', 'ASTR')]","[the distance, example, the angle δαζ, it, the operation, this angle δαζ, the equated anomaly]",0
2915,"Now, however, you are told to get the distances using the angles of the anomaly that is called ""equated"" in our table, which have been diminished by the equation βζα.",30.0,[],"[you, the distances, the angles, the anomaly, our table, the equation βζα]",0
2916,"It thus happens that at 90° you do not get 99,984, although you would previously have determined it to be 99,984.",30.0,[],"[It, you, you, it]",0
2917,"For here, opposite 99,984, you find an equated anomaly of 88° 58' 7"", which is not your value.",30.0,"[('equated anomaly', 'ASTR'), ('88° 58\' 7""', 'LONG')]","[you, an equated anomaly, your value]",1
2918,"For it was 90° that was proposed, which, standing farther down, shows [a distance of] 99,953, while, according to the law of the circle, αζ or αη should be 99,984.",30.0,[],"[it, a distance, the law, the circle]",0
2919,"So all the distances are diminished at the sides, most greatly about ζ, η, none at δ, ε. Clearly, an oval is thus substituted for the circular path.",30.0,[],"[all the distances, the sides, δ, an oval, the circular path]",0
2920,You will obtain the same result if you begin with a mean anomaly obtained from whatever source.,30.0,"[('mean anomaly', 'ASTR')]","[You, the same result, you, a mean anomaly, whatever source]",0
2921,"For when the diagram was set out above, the mean anomaly denoted angles about γ. But now you will begin with angles about β, smaller than the optical equation about γ. And 91° 1' 53"" of mean anomaly shows you a distance of 99,984.",30.0,"[('diagram', 'ASTR'), ('mean anomaly', 'ASTR'), ('91° 1\' 53""', 'LONG'), ('mean anomaly', 'ASTR')]","[the diagram, the mean anomaly, angles, you, angles, β, the optical equation, °, mean anomaly, you]",0
2922,But that was the magnitude of δβζ above.,30.0,[],"[the magnitude, δβζ]",0
2923,"Nor was the mean anomaly there, for it was δγζ, which is still greater.",30.0,"[('mean anomaly', 'ASTR')]",[it],0
2924,"So the former mean anomaly of 91° 1’ 53"" had generated a longer distance there than a mean anomaly of the same magnitude, 91° 1’ 53"", shows here.",30.0,"[('mean anomaly', 'ASTR'), ('91° 1’ 53""', 'LONG'), ('mean anomaly', 'ASTR'), ('91° 1’ 53""', 'LONG')]","[the former mean anomaly, a longer distance, a mean anomaly, the same magnitude, °]",1
2925,"All this, I say, is true.",30.0,[],[I],0
2926,But there is no reason why you should be brought up short.,30.0,[],"[no reason, you]",0
2927,"For since we are considering differences of one degree, you see that the distances within one degree vary no more than 31 parts in one hundred thousand.",30.0,[],"[we, differences, one degree, you, the distances, one degree, no more than 31 parts]",0
2928,"Therefore, there would be no perceptible error, even if what has been done were to be out of the proper order.",30.0,[],"[no perceptible error, what, the proper order]",0
2929,"Below, in Ch.",30.0,[],[Ch],0
2930,"44 and the following, by analogy with the rest of the planets, you will find the reason for adapting this arrangement to the theory of the sun as well.",30.0,[],"[analogy, the rest, the planets, you, the reason, this arrangement, the theory, the sun]",0
2931,"Therefore, this is not out of order, but perfectly correct, because it concerns the qualitative nature of the figure that the planet describes, which has been substituted.",30.0,[],"[order, it, the qualitative nature, the figure]",0
2932,"As regards the quantity of the figure, the cure is excessive.",30.0,[],"[the quantity, the figure, the cure]",0
2933,"The equated anomaly of 88° 58’ 7"", to which corresponds a mean anomaly of 91° 1' 53"", ought not to show a value of 99,984, but 100,000, which is the mean between the distances of the figure and of the table.",30.0,"[('equated anomaly', 'ASTR'), ('88° 58’ 7""', 'LONG'), ('mean anomaly', 'ASTR'), ('91° 1\' 53""', 'LONG')]","[The equated anomaly, a mean anomaly, 91°, a value, the mean, the distances, the figure, the table]",1
2934,The reason for this assertion must be postponed until Ch.,30.0,[],"[The reason, this assertion, Ch]",0
2935,55 and the following.,30.0,[],[the following],0
2936,"It was just said, however, that we shall not err perceptibly if we err by 31 units.",30.0,[],"[It, we, we, 31 units]",0
2937,"It will therefore hurt us much less perceptibly if we err by only half that, or 16 units.",30.0,[],"[It, us, we, 16 units]",0
2938,"So for the time being we safely admit this small error, in order to accommodate ourselves to an understanding of what has been advanced in the reading so far, and to avoid appearing to presuppose what was to be demonstrated.",30.0,[],"[the time, we, this small error, order, ourselves, an understanding, what, the reading, what]",0
2939,Chapter 31,31.0,[],[Chapter],0
2940,That the bisection of the sun's eccentricity does not perceptibly alter the equations of the sun set out by Tycho; and concerning four ways of computing them.,31.0,"[('eccentricity', 'ASTR')]","[the bisection, the sun's eccentricity, the equations, the sun, Tycho, four ways, them]",0
2941,"But lest there remain any suspicions preventing our moving onwards, we shall investigate, in the usual Ptolemaic form of the first inequality,*  whether there be any difference in the solar equations consequent upon the now bisected eccentricity.",31.0,"[('Ptolemaic', 'NAME'), ('solar', 'ASTR'), ('eccentricity', 'ASTR')]","[any suspicions, we, the usual Ptolemaic form, the first inequality, any difference, the solar equations, the now bisected eccentricity]",0
2942,"First let there be an unbisected eccentricity of 3600 on the line of apsides AF, with CE and CD accordingly radii of the orb; and let the anomaly FAE be 45°, and FAD 135°.",31.0,"[('eccentricity', 'ASTR'), ('apsides', 'ASTR'), ('orb', 'ASTR')]","[an unbisected eccentricity, the line, apsides AF, CE, CD, the orb, FAE, FAD]",0
2943,"Now it is obvious that, however great the discrepancy may be, it will reach its maximum around these positions of anomaly.",31.0,[],"[it, the discrepancy, it, its maximum, these positions, anomaly]",0
2944,"For in the middle elongations the equations come out exactly the same, since [an eccentricity of] 3600, when investigated in both the sines and tangents",31.0,"[('eccentricity', 'ASTR')]","[the middle elongations, the equations, [an eccentricity, both the sines, tangents]",0
2945,1 produces the same arc.,31.0,[],[the same arc],0
2946,"Therefore, as the radius CE is to the sine of the angle CAE or CAD, so is the eccentricity CA to the equation CEA or CDA, which are both 1° 27' 31"".",31.0,"[('eccentricity', 'ASTR'), ('1° 27\' 31""', 'LONG')]","[the radius CE, the sine, the angle CAE, CAD, the eccentricity, CA, the equation, CEA, CDA]",1
2947,"And in this first way, Ptolemy computed the equations of the sun, and, following Ptolemy, Copernicus; and, following both, Brahe: each of them using only the eccentricity AC, whose magnitude they found through their observations.",31.0,"[('Copernicus', 'NAME'), ('eccentricity', 'ASTR')]","[this first way, Ptolemy, the equations, the sun, Ptolemy, Copernicus, them, only the eccentricity AC, whose magnitude, they, their observations]",0
2948,"There now follows a second way of computing the same equations, of which Ptolemy made use in the other planets, and of which I should make use.",31.0,[],"[a second way, the same equations, Ptolemy, use, the other planets, I, use]",0
2949,"For I have demonstrated in this third part that the center of the eccentric is not at the point C, the center of uniform motion, but at B, the midpoint between the center of the world A and the point of uniformity C.",31.0,"[('eccentric', 'ASTR')]","[I, this third part, the center, the eccentric, the point, C, the center, uniform motion, B, the center, the world A, the point, uniformity C.]",0
2950,"Therefore let CA be bisected at B, and let EB, BD, be the radius of the orb.",31.0,"[('orb', 'ASTR')]","[CA, B, EB, BD, the radius, the orb]",0
2951,"By the same method, the part of the equation BDA, BEA, will be 0° 43' 46"", which, added to EAB, DAB, will result in an angle EBC of 45° 43' 46"", and DBC, of 135° 43' 46"".",31.0,"[('0° 43\' 46""', 'LONG'), ('45° 43\' 46""', 'LONG'), ('135° 43\' 46""', 'LONG')]","[the same method, the part, the equation, BDA, 0°, EAB, DAB, an angle EBC, DBC]",1
2952,"As a result, from the sides and the included angle, BEC comes out to be 43' 38"", and BDC 43' 42"".",31.0,"[('43\' 38""', 'LONG'), ('43\' 42""', 'LONG')]","[a result, the sides, the included angle, BEC]",1
2953,"Thus the whole angle CEA is 1° 27' 24"", and CDA is 1° 27' 28"", within a hair's breadth of the previous value.",31.0,"[('1° 27\' 24""', 'LONG'), ('1° 27\' 28""', 'LONG')]","[the whole angle CEA, CDA, a hair's breadth, the previous value]",1
2954,"And so, in the appendix to Tycho Brahe's Progymnasmata p.",31.0,"[('Tycho Brahe', 'NAME')]","[the appendix, Tycho Brahe's Progymnasmata p.]",0
2955,"821, where the difference of the two calculations is given as 1⅙’, you should read ⅙’2.",31.0,[],"[the difference, the two calculations, you]",0
2956,And this is in accord with the conclusions of Ch.,31.0,[],"[accord, the conclusions, Ch]",0
2957,4 applied to the form of the vicarious hypothesis.,31.0,[],"[the form, the vicarious hypothesis]",0
2958,And since you may observe that in this particular form of Ptolemaic hy,31.0,"[('Ptolemaic', 'NAME')]","[you, this particular form, Ptolemaic]",0
2959,"pothesis the parts of the equation are nearly equal (for the optical part was 43' 46"" and the physical part was 43' 38"" at E and 43' 42"" at D), you see why, in the construction of the table in the preceding chapter, all I did was double the equation to establish the total equation.",31.0,"[('43\' 46""', 'LONG'), ('43\' 38""', 'LONG'), ('43\' 42""', 'LONG')]","[the parts, the equation, the optical part, the physical part, E, D, you, the construction, the table, the preceding chapter, I, the equation, the total equation]",1
2960,And this is the third way of computing the sun's equations.,31.0,[],"[the third way, the sun's equations]",0
2961,"For at apogee and perigee both parts of the equation vanish, and in the middle elongations the parts are again equal, as was just now said.",31.0,"[('apogee', 'ASTR'), ('perigee', 'ASTR')]","[apogee, both parts, the equation, the middle elongations, the parts]",0
2962,"Therefore, since these three ways of computing the equations clearly coincide in eight places distributed about the entire circle, they will perceptibly coincide everywhere.",31.0,[],"[these three ways, the equations, eight places, the entire circle, they]",0
2963,This is a result of the smallness of the eccentricity: if it,31.0,"[('eccentricity', 'ASTR')]","[a result, the smallness, the eccentricity]",0
2964,"were greater, this coincidence would not take place everywhere.",31.0,[],"[this coincidence, place]",0
2965,"Now I shall prepare myself for finding yet a fourth way to the equation,",31.0,[],"[I, myself, a fourth way, the equation]",0
2966,"to be computed not through an arbitrary hypothesis but from the very nature of things, in eight chapters.",31.0,[],"[an arbitrary hypothesis, the very nature, things, eight chapters]",0
2967,"Accordingly, this fourth way can finally follow in Chapter 40.",31.0,[],"[this fourth way, Chapter]",0
2968,Chapter 32,32.0,[],[Chapter],0
2969,The power that moves the planet in a circle diminishes with removal from its source.,32.0,[],"[The power, the planet, a circle, removal, its source]",0
2970,"I have said above that Ptolemy, well informed by the observations, bisected the eccentricities of the three superior planets, that Copernicus imitated this, and that Tycho's observations of Mars also urge the same conclusion, as has been seen in Chapters 19 and 20, and will appear with much greater certainty below in Chapter 42.",32.0,"[('Copernicus', 'NAME'), ('Mars', 'PLAN')]","[I, Ptolemy, the observations, the eccentricities, the three superior planets, Copernicus, Tycho's observations, Mars, the same conclusion, Chapters, much greater certainty, Chapter]",0
2971,"In addition, Tycho closely imitated this in his lunar theory.",32.0,[],"[addition, Tycho, his lunar theory]",0
2972,And now the same thing has been demonstrated in the theory of the sun (for Tycho) or of the earth (for Copernicus).,32.0,"[('Copernicus', 'NAME')]","[the same thing, the theory, the sun, Tycho, the earth, Copernicus]",0
2973,"Further, there is nothing to prevent our believing the same of Venus and Mercury.",32.0,"[('Venus', 'PLAN'), ('Mercury', 'PLAN')]","[nothing, Venus, Mercury]",0
2974,"Indeed, I now take it as proven that this is the origin of the belief that the centers of these planets' eccentrics move around on a small annual circle.",32.0,[],"[I, it, the origin, the belief, the centers, these planets' eccentrics, a small annual circle]",0
2975,Therefore all planets have this [double eccentricity].,32.0,"[('[double eccentricity].', 'ASTR')]","[all planets, this [double eccentricity].]",0
2976,"Now in my Mysterium cosmographicum, published eight years ago,*  I postponed arguing this case of the cause of the Ptolemaic equant for the sole reason that it could not be said on the basis of ordinary astronomy whether the sun or earth uses an equalizing point and has its eccentricity bisected.",32.0,"[('Ptolemaic', 'NAME'), ('equant', 'ASTR'), ('eccentricity', 'ASTR')]","[my Mysterium cosmographicum, *  I, this case, the cause, the Ptolemaic equant, the sole reason, it, the basis, ordinary astronomy, the sun, earth, an equalizing point, its eccentricity]",0
2977,"However, now that we have the confirmation of a sounder astronomy, it should be transparently clear that there is indeed an equant in the theory of the sun or earth.",32.0,"[('equant', 'ASTR')]","[we, the confirmation, a sounder astronomy, it, an equant, the theory, the sun, earth]",0
2978,"And, I say, now that this is demonstrated, it is proper to accept as true and legitimate the cause to which I assigned the Ptolemaic equant in the Mysterium cosmographicum, since it is universal and common to all the planets.",32.0,"[('Ptolemaic', 'NAME'), ('equant', 'ASTR')]","[I, it, the cause, I, the Ptolemaic equant, the Mysterium cosmographicum, it, all the planets]",0
2979,So in this part of the work I shall make a further declaration of that cause.,32.0,[],"[this part, the work, I, a further declaration]",0
2980,"And since the declaration will be general, I shall use the word, ""planet"".",32.0,[],"[the declaration, I, the word, ""planet]",0
2981,"However, in this and the next few chapters, the reader may always understand by this, in particular, the earth for Copernicus or the sun for Tycho.",32.0,"[('Copernicus', 'NAME')]","[the next few chapters, the reader, Copernicus, the sun, Tycho]",0
2982,"First, the reader should know that in every hypothesis constructed according to this Ptolemaic form, however great the eccentricity, the speed at perihelion and slowness at aphelion are very closely proportional to the lines drawn from the center of the world to the planet.",32.0,"[('Ptolemaic', 'NAME'), ('eccentricity', 'ASTR'), ('perihelion', 'ASTR'), ('aphelion', 'ASTR')]","[the reader, every hypothesis, this Ptolemaic form, , however great the eccentricity, the speed, perihelion, slowness, aphelion, the lines, the center, the world, the planet]",0
2983,"In the diagram of Chapter 29, in which α was the center of the world, β was the center of the eccentric δε, and γ was the point of the equant, let the equant circle υφ be described about center γ, with radius equal to βδ.",32.0,"[('diagram', 'ASTR'), ('eccentric', 'ASTR'), ('equant', 'ASTR'), ('equant', 'ASTR')]","[the diagram, Chapter, α, the center, the world, β, the center, the eccentric δε, γ, the point, the equant, the equant circle, center γ, radius, βδ]",0
2984,"And through the center of the world α, from which the eccentricity is reckoned (and in the business at hand, it is the sun for Copernicus and the earth for the others), let the straight line ψω be drawn, intersecting the eccentric at ψ and ω, so that the planet is at ψ and ω, having traversed the arcs of the eccentric δψ and εω, from apogee or aphelion and from perigee  or perihelion, respectively.",32.0,"[('eccentricity', 'ASTR'), ('Copernicus', 'NAME'), ('eccentric', 'ASTR'), ('eccentric', 'ASTR'), ('apogee', 'ASTR'), ('aphelion', 'ASTR'), ('perigee', 'ASTR'), ('perihelion', 'ASTR')]","[the center, the world, the eccentricity, the business, hand, it, the sun, Copernicus, the earth, the others, the straight line, ψω, the eccentric, ψ, the planet, ψ, the arcs, the eccentric δψ, apogee, aphelion, perigee, perihelion]",0
2985,"It is supposed that these arcs appear equal from α, since the straight line ψω makes the vertical angles ψαδ and ωαε, which are equal.",32.0,[],"[It, these arcs, α, the straight line, ψω, the vertical angles]",0
2986,"But since δψ and εω are taken as minimal arcs, as if at the apsides δ and ε, they do not differ perceptibly from straight lines.",32.0,"[('apsides', 'ASTR')]","[δψ, minimal arcs, the apsides, they, straight lines]",0
